brand,name,preference_base_note,preference_middle_note,satisfaction,buyer_gender,buyer_age,user_id
STELLA MCCARTNEY,Stella,Amber,Rose,4,Men,20,15.0
BURBERRY,London,Sandalwood,ClementineZest,3,Men,23,106.0
AVON,Always,CashmereWoods,OrangeBlossoms,3,Women,28,295.0
Franck Olivier,Oud Touch,Musk,Olibanum,3,Women,29,336.0
BURBERRY,Mr.Burberry,Vetiver,NutmegOil,3,Men,40,35.0
Ard Al Zaafaran,Oud 24 Hours,Agarwood(oud),SpicyNotes,5,Men,40,284.0
MONTBLANC,Lady Emblem,,Jasmine,3,Men,38,232.0
Roberto Cavalli,Florence,Amber,GrapefruitBlossom,5,Women,27,186.0
S.T.Dupont,Essence Pure,Vanilla,Jasmine,5,Women,32,309.0
LOEWE,Esencia,Sandalwood,Cardamom,3,Women,40,307.0
DORALL COLLECTION,Classic Black,cashmereWood,Basil,4,Women,25,47.0
GUCCI,Guilty Intense,Amber,AfricanOrangeFlower,4,Women,34,160.0
Calvin Klein,CK IN2U,Vanilla,CacaoPod,4,Women,24,28.0
Calvin Klein,One Shock,Musk,Narcissus,5,Women,32,276.0
GUESS,Seductive Blue,CashmereWood,BlueCoralAquaspaceAccord,5,Women,39,250.0
CHANEL,Bleu De Chanel,Incense,Jasmine,3,Women,30,383.0
J.CASANOVA,Pandora,Amber,Lily-of-the-valley,4,Men,36,236.0
MONTALE,Roses Musk,Musk,Jasmine,5,Men,34,150.0
COACH,Floral,Sandalwood,TeaRose,3,Men,31,211.0
Ajmal,Sacrifice,Musky,Floral,3,Women,20,259.0
COACH,New York Platinum,Patchouli,AromaticAccords,4,Men,28,170.0
TOMMY HILFIGER,Tommy Girl,WildHeather,CrispGreenNotes,3,Men,37,184.0
Arabian Oud,Sheikh Al Shuyukh,Patchouli,Rosemary,4,Women,23,258.0
Geoffrey Beene,Grey Flannel,TonkaBean,mimosa,3,Men,22,361.0
Al Fakhr,Shiyoukh Al Oud,Sandalwood,Cardamom,5,Women,33,69.0
Yves Saint Laurent,Manifesto,Sandalwood,JasmineSambac,3,Men,34,288.0
Shiseido,Zen,SkinMusk,LotusFlower,3,Women,33,358.0
JAGUAR,Classic Gold,Vanilla,TeakWood,4,Men,34,133.0
STELLA MCCARTNEY,Stella,Amber,Rose,5,Men,31,187.0
Geoffrey Beene,Grey Flannel,Cedar,sage,4,Women,37,179.0
CERRUTI 1881,Cerruti,Sandalwood,Vetiver,4,Women,22,13.0
HUGO BOSS,Bottled Night,LouroAmareloWood,AfricanViolet,4,Men,20,351.0
UNITED COLORS OF BENETTON,Hot,OakMoss,Apricot,4,Men,35,62.0
VERSACE,The Dreamer,Cedar,Geranium,4,Women,31,278.0
Lattafa,Sheikh Al Shuyukh,Patchouli,LavenderSage,5,Women,25,186.0
TED LAPIDUS,Rumba,oakmoss,tuberose,3,Men,26,156.0
Armaf,Club De Nuit Intense Man,Amber,Caraway,5,Women,35,24.0
VERSACE,Crystal Noir,Sandalwood,OrangeBlossom,3,Men,27,367.0
AZZARO,Chrome Legend,Vetiver,Moss,4,Men,24,186.0
Ajmal,Evoke,Patchouli,Jasmine,3,Women,32,190.0
Roberto Cavalli,Just Cavalli,Cuddly,TahitianTiareFlowers,4,Women,40,323.0
armani,Code Absolu ED,Patchouli,Ylang-Ylang,5,Men,39,40.0
jennifer lopez,Live,Vanilla,Violet,4,Women,28,245.0
Guerlain,Mon Bloom Of Rose,Rose,SambacJasmine,4,Men,33,340.0
GUESS,Dare,CoconutAccords,ElegantJasmine,4,Men,38,123.0
Calvin Klein,CK One,Musk,,3,Men,26,277.0
BOUCHERON,Place Vendome,Cedar,Rose,3,Men,32,234.0
Dolce & Gabbana,Intenso,Amber,MoepelAccord,3,Men,38,74.0
joop,Homme,TonkaBean,Jasmine,3,Men,21,306.0
LACOSTE,L.12.12 Rouge,AcaciaWood,RooibosTeaExtract(redBushTea),3,Men,28,126.0
VERSACE,Crystal Noir,Musk,OrangeBlossom,3,Women,26,119.0
Calvin Klein,Intense Euphoria,Agarwood,Vetiver,5,Women,25,59.0
Aramis,Brown,Amber,Pelargonium,5,Women,29,112.0
DAVIDOFF,Cool Water,Oakmoss,Neroli,5,Women,37,185.0
Estee Lauder,Pleasures Intense,VanillaStyrax,TiareFlower,4,Men,24,27.0
Roberto Cavalli,Paradiso Assoluto,Sandalwood,RedLily,4,Men,37,40.0
GUCCI,Guilty,Lily,Litchi,4,Women,20,77.0
Ferrari,Scuderia Red,Sandalwood,Nutmeg,4,Men,35,64.0
DORALL COLLECTION,Eventful,Musk,Rose,5,Women,38,304.0
Juicy Couture,play around,,Tuberose,3,Men,40,216.0
Lattafa,Ana Abiyedh Leather,GuaiacWood,Saffron,3,Men,20,179.0
GUCCI,Guilty Absolute,Vetiver,Cypress,3,Women,39,198.0
jennifer lopez,Live,Caramel,RedCurrantBlossom,5,Women,40,390.0
Ajmal,Sacrifice,Musk,OrangeBlossom,5,Men,22,346.0
DIESEL,Plus Plus Masculine,Vetiver,Sage,5,Men,37,296.0
VERSACE,Eros,WoodsyNotes,JasmineSambac,4,Women,29,256.0
VERSACE,The Dreamer,Cedar,Geranium,4,Men,37,73.0
Givenchy,Xeryus Rouge,CedarWood,RedPepper,4,Women,37,30.0
HUGO BOSS,Bottled Night,WoodyNotes,Violet,4,Men,23,169.0
CHANEL,Allure Sensuelle,Amber,Jasmine,3,Men,40,25.0
DIESEL,Plus Plus Masculine,Clove,Sage,4,Women,26,265.0
Salvatore Ferragamo,Signorina Eleganza,Patchouli,AlmondPowder,5,Women,35,393.0
Guerlain,Idylle,Sandalwood,Jasmine,3,Women,36,158.0
Calvin Klein,Beauty,VirginiaCedar,Jasmine,3,Men,23,280.0
HUGO BOSS,Nuit,Sandalwood,Jasmin,5,Women,36,311.0
DORALL COLLECTION,24 Pure,Musk,Jasmin,5,Men,22,63.0
GUCCI,Guilty,Lily,Litchi,4,Women,32,53.0
BOUCHERON,Quatre,Musk,rose,3,Women,26,129.0
joop,Homme,Patchouli,heliotrope,5,Men,21,259.0
DORALL COLLECTION,Oud Arabi,musk,guaiacwood,3,Women,29,367.0
Yves Saint Laurent,Kouros Silver,WoodyNotes,Sage,4,Men,20,73.0
Calvin Klein,CK One,Amber,OrrisRoot,5,Men,21,371.0
Revlon,Charlie Gold,CaramelMusk,Freesia,5,Women,35,116.0
J.CASANOVA,Vivaldi,Patchouli,Mimosa,3,Men,26,263.0
PACO RABANNE,Lady Million,Gardenia,AfricanOrangeFlower,3,Men,28,361.0
Roberto Cavalli,Uomo,Cedar,Honey,4,Women,27,363.0
Estee Lauder,Beautiful,Sandalwood,Muguet,3,Men,40,120.0
Roberto Cavalli,Paradiso Azzurro,Cypress,Tuberose,4,Men,23,330.0
ELIE SAAB,Girl Of Now,Tonkabean,Almond,5,Women,22,75.0
TED LAPIDUS,Rumba,vanilla,marigold,3,Men,32,39.0
MONTBLANC,Legend,TonkaBean,Rose,5,Women,26,96.0
COACH,Coach,Cashmeran,TurkishRose,5,Men,24,307.0
CHLOE,Chloe,Amber,Rose,5,Men,28,48.0
Dior,Sauvage,Ambroxan,Lavender,4,Women,32,246.0
LACOSTE,Eau De lacoste,Cedarwood,Tuberose,3,Women,22,263.0
LACOSTE,L.12.12 Blanc-Pure,Leather,Ylang-Ylang,4,Women,32,226.0
GUCCI,Guilty Absolute,Vetiver,Patchouli,3,Men,30,57.0
JAGUAR,Classic,Sandalwood,Ginger,3,Men,36,168.0
BURBERRY,Mr.Burberry,GuaiacWood,NutmegOil,4,Women,26,249.0
Dolce & Gabbana,Intenso,Amber,Tobacco,3,Men,20,269.0
LACOSTE,L.12.12 Blanc-Pure,VirginiaCedar,Tuberose,4,Men,37,43.0
GUESS,Dare,Patchouli,FlowersHerbShepherd,4,Men,33,158.0
Guerlain,Idylle,Patchouli,Lily,5,Women,40,124.0
Roberto Cavalli,Nero Assoluto,Ebony,Vanilla,5,Women,26,106.0
GUESS,Marciano,Musk,FloralRhythmOfPeony,3,Men,39,293.0
CHANEL,Bleu De Chanel,Labdanum,Jasmine,4,Women,20,320.0
CHANEL,Coco Mademoiselle,Vanilla,Ylang-Ylang,5,Men,25,179.0
Givenchy,Dahlia Divin Nude,Rose,Pine,3,Men,32,345.0
Ajmal,Wisal,Rose,Sandalwood,5,Women,28,191.0
Calvin Klein,Intense Euphoria,Amber,BlackBasil,3,Men,34,260.0
Jacques Bogart,Silver Scent,TonkaBean,Lavender,3,Men,40,223.0
DORALL COLLECTION,Lancy,Vanilla,OrangeBlossom,5,Women,29,197.0
DAVIDOFF,Hot Water,Styrax,Patchouli,3,Men,31,235.0
MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,balsamic,bakhoor,4,Men,32,28.0
Yves Saint Laurent,La Nuit De L'Homme L'Intense,Patchouli,Vanilla,4,Women,35,116.0
LANVIN,Oxygene,Sandalwood,Milk,3,Women,38,303.0
Genie Collection,London Burberry,Musk,Jasmine,5,Men,33,219.0
Yves Saint Laurent,Libre,Ambergris,Lavender,4,Women,26,327.0
GUESS,Seductive,CashmereWood,OrrisRoot,3,Men,36,38.0
GIORGIO ARMANI,Armani Code,Leather,StarAnise,4,Women,36,118.0
BURBERRY,My Burberry Blush,Jasmine,Rosepetals,3,Men,28,220.0
LACOSTE,L.12.12 Blanc-Pure,VirginiaCedar,Tuberose,3,Men,38,311.0
HUGO BOSS,Femme,Amber,BulgarianRose,3,Men,20,20.0
BURBERRY,Mr.Burberry,GuaiacWood,Cedar,5,Women,35,108.0
LANVIN,Lanvin,Amber,Pepper,5,Men,27,317.0
HUGO BOSS,Femme,Apricot,BulgarianRose,3,Men,38,47.0
Remy Marquis,Shalis,Oakmoss,Basil,4,Men,36,19.0
Calvin Klein,One Shock,Patchouli,Mexicanchocolate,5,Women,35,262.0
PACO RABANNE,Black Xs Potion,LabdanumRum,WormwoodCashmereWood,3,Women,23,339.0
GUCCI,Guilty,Lily,Litchi,3,Women,36,295.0
BURBERRY,My Burberry Bl,Amber,CandiedRose,3,Women,30,234.0
Alrehab,Anfas Aloud,oud,bergamot,5,Women,20,25.0
Estee Lauder,Wood Mystique,Raspberry,Jasmine,3,Women,20,291.0
Dolce & Gabbana,The Only One 2,Tonka,RedRose,4,Women,24,149.0
Elizabeth Taylor,White Diamonds,Sandalwood,Rose,5,Men,21,17.0
Lattafa,Rouat Al Oud,Patchouli,Cardamom,4,Men,21,146.0
COACH,Floral,Musk,TeaRose,4,Women,39,182.0
DORALL COLLECTION,Super Cobra,Sandalwood,RaspberryLeaf,5,Men,40,326.0
BVLGARI,Goldea The Roman Night Absolute,BlackMusk,JasminSambac,3,Men,32,107.0
Calvin Klein,Reveal,HaitianVetiver,AgaveNectar,3,Men,38,80.0
Givenchy,Play Intense,FrenchLabdanum,Amyris,4,Men,24,305.0
Dior,Sauvage,Labdanum,Patchouli,3,Men,36,234.0
Al Fakhr,Ameer Al Oud Khususi,Cedarwood,BlackPepper,5,Women,28,43.0
COACH,New York,SuedeMuskSandalwoodCashmeran,TurkishRoseGardeniaCyclamen,5,Women,23,361.0
DAVIDOFF,Leather Blend,Papyrus,Amber,3,Women,30,88.0
COACH,New York,SuedeMuskSandalwoodCashmeran,TurkishRoseGardeniaCyclamen,3,Men,38,164.0
Rasasi,Royale,AromaticScents,DelicateMuskFragrance,5,Women,37,105.0
MONTBLANC,Lady Emblem Elixir,Sandalwood,Iris,5,Men,20,238.0
Franck Olivier,Oud Vanille,Spices,Jasmine,5,Women,34,119.0
DORALL COLLECTION,Gold Secret,Musk,Cloves,4,Men,39,39.0
Ferrari,Man In Red,Labdanum,YellowPlum,4,Women,32,177.0
Roberto Cavalli,Just Cavalli,CreamyRosewood,TahitianTiareFlowers,3,Men,26,335.0
BURBERRY,Brit Rhythm Intense,Sandalwood,Lavender,5,Men,31,82.0
Lattafa,Sheikh Al Shuyukh,Vetiver,LavenderSage,4,Women,29,48.0
al raheeb,Oud Khurafi,Ambroxan,Woody,5,Men,36,123.0
DAVIDOFF,The Brilliant Game,SensualAddictionOfTheTonkaBeanNote,CharismaticVirilityOfACedarwood,4,Women,28,80.0
Dolce & Gabbana,Intenso,Amber,Bran,5,Men,36,97.0
VERSACE,Crystal Noir,Cashmeran,JasmineDry,3,Men,26,146.0
jennifer lopez,Live Luxe,diamondmusk,muguetpetals,3,Men,24,4.0
BURBERRY,Body Tender,Amber,DewyEnglishRoses,3,Women,40,336.0
Rasasi,Blue,Amber,Coriander,5,Men,24,73.0
Ferrari,Scuderia Red,Vanilla,Orris,5,Men,21,245.0
Rasasi,Relation,Vanilla,BulgarianRose,3,Women,26,210.0
Fendi,Furiosa,Incense,JasmineAbsolute,3,Men,25,52.0
MONTBLANC,Legend,Sandalwood,DriedFruit,5,Women,34,310.0
Estee Lauder,Wood Mystique,VirginiaCedar,Rose,5,Men,36,254.0
LA PERLA,Divina,Musk,Jasmine,5,Men,22,147.0
Guerlain,Mon Bloom Of Rose,Neroli,SambacJasmine,4,Women,35,130.0
Roberto Cavalli,Uomo,Cedar,Honey,4,Women,31,328.0
Ajmal,Raindrops,FloralAmberyWoody,AnimalisticFloral,5,Women,36,79.0
STELLA MCCARTNEY,Stella,Amber,Rose,5,Men,38,354.0
LACOSTE,Touch Of Pink,Woodsy-MuskBase,Jasmine,5,Women,23,93.0
CARTIER,Pasha Edition Noir,CedarAccords,CuddlyAromas,3,Men,22,69.0
Roberto Cavalli,Paradiso Assoluto,Patchouli,Passionfruit,5,Women,35,314.0
CHLOE,Love Story,Sandalwood,Coriander,4,Women,29,214.0
MONTBLANC,Emblem,TonkaBean,Cinnamon,5,Men,23,251.0
Roberto Cavalli,Uomo,TonkaBean,Honey,4,Women,33,247.0
S.T.Dupont,Essence Pure,Cedar,Jasmine,4,Women,31,10.0
joop,Go,Musk,BourbonGeranium,5,Women,35,363.0
Roberto Cavalli,Paradiso Azzurro,Cypress,Peach,4,Women,37,205.0
Calvin Klein,Sheer Beauty,Musk,Lily,4,Women,30,361.0
VERSACE,Crystal Noir,Sandalwood,Frangipani,5,Women,35,330.0
LOEWE,Esencia Pour Homme,Sandalwood,Nutmeg,3,Women,29,293.0
Mancera,Red,HaitianVetiver,Jasmine,3,Women,31,187.0
AZZARO,Chrome,BrazilianRosewood,Jasmine,3,Women,27,57.0
CARTIER,Declaration,BenzoinTolu,Spices,3,Men,39,225.0
Lattafa,Rouat Al Musk,Amber,Jasmine,4,Women,27,199.0
JAGUAR,Classic Red,Vanilla,Jasmine,3,Women,31,91.0
Jean Paul GAULTIER,Scandal,Patchouli,Peach,4,Women,22,298.0
Dunhill,Desire Blue,Amber,SeaNotes,5,Men,37,60.0
HUGO BOSS,Hugo Boss,Fir,Sage,4,Men,39,172.0
Lattafa,Ana Abiyedh Leather,TonkaBean,Cardamom,3,Women,38,301.0
MONTBLANC,Emblem,WoodyNotes,Cinnamon,5,Men,34,296.0
Kenneth Cole,Black,Suede,Cedar,4,Men,20,64.0
VERSACE,Crystal Noir,Cashmeran,Frangipani,3,Women,24,34.0
DAVIDOFF,The Game,EbonyWood,WoodyNotes,3,Women,40,106.0
Ferrari,Scuderia Red,Sandalwood,Jasmine,3,Women,38,119.0
VERSACE,Oud Noir,Leatherwood,Cardamom,5,Men,23,357.0
VERSACE,Crystal Noir,Musk,Peony,3,Men,38,270.0
CARON,Pour Un Homme De Caron,Musk,Vanilla,4,Women,22,376.0
BURBERRY,For Women EDP Natural Sp,Musk,Sandalwood,4,Women,39,380.0
GUCCI,Oud,NaturalOudOil,OrangeFlower,4,Women,24,285.0
Van Cleef & Arpels,First,Amber,Carnation,5,Women,34,222.0
Calvin Klein,Escape,Oakmoss,Carnation,3,Men,21,174.0
Estee Lauder,Knowing,Amber,Jasmine,4,Men,27,233.0
CARTIER,La Panthere,Musk,Rose,5,Women,20,68.0
Parfums De Marly,Pegasus,Ambergris,Iris,3,Women,27,239.0
DORALL COLLECTION,Eternally Hot,Musk,Jasmine,4,Women,26,121.0
CHOPARD,Wish,LivingTempleIncense,Magnolia,3,Women,34,15.0
LACOSTE,L.12.12 Blanc,Leather,MexicanTuberose,3,Men,35,270.0
Ajmal,Rain Drops,AmberyWoody,AnimalisticFloral,3,Men,40,196.0
Al Fakhr,Ameer Al Oud Khususi,Cedarwood,BlackPepper,3,Men,23,371.0
Yves Saint Laurent,L'Homme,SuedeAccord,VioletLeaf,4,Women,34,142.0
Lancome,La Vie Est Belle,Patchouli,OrangeTreeBlossom,3,Men,40,233.0
GUCCI,Flora Gorgeous Gardenia,Patchouli,Gardenia,5,Women,36,34.0
Jimmy Choo,jimmy,Suede,Geranium,4,Women,25,352.0
ARMAND BASI,In Red,Vanilla,Jasmine,3,Men,36,351.0
GUCCI,Rush 2,Oakmoss,Narcissus,3,Women,23,139.0
DORALL COLLECTION,Blue Princess,Patchouli,Woody,4,Women,24,369.0
CAROLINA HERRERA,212 VIP Rose,WhiteMusk,PeachBlossom,4,Men,36,366.0
Rasasi,Shuhrah,Musk,LilyoftheValley,4,Men,23,204.0
BURBERRY,The Beat,Vetiver,Bluebell,3,Women,30,25.0
TED LAPIDUS,Lapidus Pour Homme,patchouli,honey,3,Women,30,9.0
Nikos,Sculpture Homme,Benzoin,Geranium,3,Men,40,39.0
CARON,Pour Un Homme De Caron,Musk,Vanilla,5,Men,29,317.0
Britney Spears,Fantasy,LuidSandalwood,GrapefruitBlossom,4,Men,20,168.0
CAROLINA HERRERA,212 Sexy,Musk,Subtle,5,Men,29,153.0
VERSACE,Eros,Ambroxan,LemonBlossom,5,Men,31,35.0
Dolce & Gabbana,Intenso,Sandalwood,Hay,3,Women,36,262.0
Ferrari,Scuderia Red,Moss,Nutmeg,4,Men,35,331.0
BURBERRY,Burberry Body Intense,Vanille,Iris,4,Women,29,80.0
Dior,Sauvage,labdanum,sichuanpepper,3,Men,38,283.0
Ferrari,Man In Red,Labdanum,YellowPlum,5,Men,39,15.0
Roberto Cavalli,Paradiso Assoluto,Vanilla,WildJasmine,4,Men,40,177.0
UNITED COLORS OF BENETTON,Hot,Vanilla,Iris,5,Men,35,213.0
COACH,Floral,Patchouli,Gardenia,3,Men,30,81.0
Ferrari,Cedar Essence,Amber,Watermelon,5,Men,23,19.0
Guerlain,Santal Royal,Sandalwood,Cinnamon,5,Women,26,129.0
GUCCI,Guilty Intense,Patchouli,Neroli,3,Women,36,284.0
Aramis,Brown,Amber,Sandalwood,3,Women,23,65.0
Lancome,Idol,Vanilla,Jasmine,4,Men,21,356.0
Pierra Katra,Velvet Oud,Amber,FloralHarmonyofMagnolia,4,Women,39,336.0
CAROLINA HERRERA,212 S**Y,Bergamot,CottonCandy,3,Women,40,367.0
Dolce & Gabbana,3 L'Imperatrice,Sandalwood,Watermelon,4,Men,36,76.0
KORLOFF,In White,TonkaBean,ClarySage,3,Women,29,154.0
Calvin Klein,Sheer Beauty Essence,Musk,TurkishRose,4,Women,39,199.0
HUGO BOSS,The Scent,Cacao,Osmanthus,3,Men,23,295.0
Rasasi,Oud Al-Mubakhar,Musk,Geranium,4,Men,32,153.0
AZZARO,Wanted,Haitianvetiver,geranium,5,Men,26,170.0
Guerlain,Santal Royal,Leathernote,Cinnamon,3,Women,37,207.0
Parfums De Marly,Pegasus,Ambergris,orangeblossom,3,Men,34,360.0
PACO RABANNE,Invictus,PatchouliHeart,GrapefruitZests,5,Men,40,310.0
HUGO BOSS,Bottled Unlimited,Sandalwood,Pineapple,5,Men,36,112.0
Britney Spears,Fantasy,Jasmine,Verbena,5,Men,24,61.0
GUCCI,Memoire  D'une Odeur EDP For Uni,Vanilla,JasminePetals,4,Men,23,389.0
BURBERRY,My Burberry,CentifoliaRose,GoldenQuince,3,Women,32,51.0
DORALL COLLECTION,Islanders,Patchouli,Jasmine,4,Women,27,191.0
Gres,Cabotine,TonkaBean,Hyacinth,4,Women,25,172.0
AIGNER,Starlight,Patchouli,Cumin,4,Men,24,233.0
Estee Lauder,Pleasures Intense,Benzoin,MoroccanRose,3,Men,28,377.0
GUESS,Dare,CoconutAccords,ElegantJasmine,3,Women,22,372.0
NARCISO RODRIGUEZ,Narciso Rouge,CedarWood,Musk,4,Women,39,337.0
AIGNER,Debut,Patchouli,LuminousOrangeBlossom,3,Men,38,109.0
Dior,Sauvage,Ambroxan,Patchouli,4,Women,25,92.0
GUESS,Dare,CoconutAccords,ElegantJasmine,4,Women,40,317.0
CAROLINA HERRERA,212 VIP,TonkaBeans,SliceOfApple,3,Women,33,220.0
GUESS,Seductive,Vanille,OrrisRoot,5,Men,34,372.0
armani,Stronger With You Intensely,AmberyWoods,Vanilla,3,Men,28,167.0
Lattafa,Oud Mood,Amber,Patchouli,4,Men,20,193.0
Calvin Klein,One Shock,Sandalwood,Osmanthus,4,Men,35,72.0
TED LAPIDUS,Creation,Carnation,Carnation,5,Women,27,235.0
Yves Saint Laurent,Rive Gauche Homme,GaiacWood,Vetiver,3,Women,30,170.0
Roberto Cavalli,Paradiso Assoluto,Sandalwood,Passionfruit,4,Women,40,38.0
Calvin Klein,Euphoria,BlackViolet,ChampacaFlower,5,Men,35,274.0
Alrehab,Anfas Aloud,oud,bergamot,4,Women,32,136.0
LACOSTE,L.12.12 Blanc-Pure,Leather,Tuberose,3,Men,20,168.0
Fendi,Furiosa,Incense,ViolacioccaFlower,5,Men,26,109.0
Guerlain,Vetiver,Myrrh,Vetiver,4,Men,20,322.0
AIGNER,Starlight,Vanilla,Jasmine,5,Women,32,50.0
Aramis,Brown,Leather,Patchouli,5,Men,40,33.0
CARTIER,La Panthere,Leather,Ylang-Ylang,3,Women,26,76.0
Mercedes-Benz,Club Black,Benzoin,Jasmine,3,Women,30,13.0
Ajmal,Wisal,Rose,Sandalwood,5,Women,32,75.0
DKNY,Be Delicious,Woods,Violet,3,Men,24,168.0
BURBERRY,The Beat,CedarWood,Iris,3,Women,23,37.0
Mancera,Coco Vanille,WoodyNotes,Jasmine,5,Men,30,94.0
Armaf,Club De Nuit Intense Man,Amber,Pepper,3,Women,25,400.0
Sedr Al-Khaleej Perfumes,Eghra Perfume,Amber,Woody,5,Women,22,202.0
Lancome,Idol,WhiteMusk,TurkishRose,5,Men,30,260.0
GIORGIO ARMANI,Si Fiori,Vanilla,Rose,3,Men,40,20.0
Roberto Cavalli,Uomo,Cedar,Honey,3,Women,21,330.0
GIORGIO ARMANI,Stronger With You,Chestnut,Cinnamon,4,Women,36,312.0
MONTALE,Roses Musk,Musk,Jasmine,3,Women,40,161.0
J.CASANOVA,Paris Vivaldi,Amber,Rose,4,Women,24,32.0
AVON,Always,CashmereWoods,OrangeBlossoms,5,Women,23,99.0
TESORI D´ORIENTE,Lotus Flower Aromatic Par,Vanilla,LilyOfTheValley,5,Men,29,123.0
BOUCHERON,Pour Homme,Patchouli,Basil,3,Women,23,159.0
Marc Jacobs,Daisy Eau So Fresh,Cedarwood,AppleBlossom,5,Men,39,146.0
LACOSTE,Lacoste,Cedar,Jasmine,3,Women,33,369.0
S.T.Dupont,Essence Pure,Cedar,Rose,3,Men,28,351.0
Al Fakhr,Ameer Al Oud Khususi,Cedarwood,Cardamom,5,Men,24,48.0
HUGO BOSS,Nuit,WarmWoods,WhiteFlorals,4,Women,36,25.0
Ajmal,Sacrifice,Woody,Musky,3,Men,28,221.0
DAVIDOFF,Adventure,Ceder,SouthAmericanPimento,3,Women,32,322.0
GUCCI,Guilty,WildStrawberry,Litchi,5,Men,22,157.0
Calvin Klein,Euphoria,Suede,Sage,3,Men,33,332.0
Sedr Al-Khaleej Perfumes,Moon Light,Cocoa,Tuberose,4,Women,40,213.0
AVON,Always,CashmereWoods,OrangeBlossoms,4,Men,36,202.0
Revlon,Charli Blue,Musk,Ylang-ylang,5,Men,32,240.0
Yves Saint Laurent,Black Opium,Vanilla,Jasmine,4,Men,37,97.0
GUCCI,Bloom,RangoonCreeper,Tuberose,3,Men,33,229.0
CAROLINA HERRERA,212 Sexy,Sandalwood,FloralPetal,3,Women,38,322.0
GIORGIO ARMANI,Stronger With You,musk,Sage,3,Men,22,225.0
Yves Saint Laurent,L'Homme,TahitianVetiver,Basil,4,Women,32,215.0
MONTALE,Black Oud,MandarinOrange,Musk,5,Women,29,168.0
Lancome,La Vie Est Belle,Patchouli,Jasmine,5,Men,22,264.0
Lattafa,Pure Oudi Liquid Gold,EffervescentCitrus.,Ylang-Ylang,5,Men,23,63.0
Rasasi,Oud Al-Mubakhar,Sandalwood,TurkishRose,4,Men,35,21.0
Roberto Cavalli,Uomo,Cedar,Lavender,3,Men,25,364.0
AZZARO,Chrome Legend,Musk,Cedar,4,Men,21,300.0
JAGUAR,Classic Blue,Benzoin,Ginger,4,Men,30,242.0
Ajmal,Raindrops,FloralAmberyWoody,AnimalisticFloral,5,Women,37,100.0
Genie Collection,London Burberry,Wood,SoftPeony,5,Women,22,179.0
Geoffrey Beene,Grey Flannel,Cedar,rose,5,Women,31,179.0
Milton Lloyd,Hawaii London,Musk,Rose,5,Men,23,382.0
RALPH LAUREN,Safari,amber,cinnamon,4,Men,37,189.0
JAGUAR,Jaguar,Musk,Fir,5,Women,30,215.0
LALIQUE,Encre Noire,Musk,BourbonVetiver,5,Women,38,323.0
GUESS,Gold,SensualMusk,Jasmine,5,Women,32,33.0
Ajmal,Evoke,Vanilla,Orris,4,Women,23,97.0
HUGO BOSS,Hugo,Cedar,Jasmine,3,Men,31,236.0
Marbert,Marbert Man,Oakmoss,Carnation,5,Men,27,9.0
Givenchy,Xeryus Rouge,CedarWood,RedPepper,3,Women,22,302.0
Mariah Carey,Forever,Musk,Tuberose,4,Women,30,373.0
Lattafa,Oud Mood Gold Elixir,Vanilla,LemdDeSantal,4,Men,29,265.0
LANVIN,Modern Princess,WhiteMusk,Jasmine,3,Women,22,149.0
CARTIER,La Panthere,Patchouli,Ylang-Ylang,5,Men,34,267.0
VERSACE,Crystal Noir,Sandalwood,Tuberose,4,Men,40,200.0
Lattafa,Sheikh Shuyukh,Vetiver,Sage,3,Men,34,257.0
HUGO BOSS,Natural Spray,Apricot,Jasmine,4,Men,29,33.0
TRI,En Joy,Benzoin,Cassis,3,Men,36,158.0
Lancome,Miracle,Musk,Jasmine,4,Men,23,294.0
PACO RABANNE,Lady Million,Gardenia,ArabicJasmine,5,Men,20,245.0
MONTALE,Roses Musk,Musk,Jasmine,3,Men,39,224.0
Dior,Sauvage,Cedar,Patchouli,5,Women,23,154.0
Lattafa,Oud Mood Gold Elixir,Ambra,Leathernotes,5,Men,39,378.0
Dunhill,Desire Extreme,Musk,EvergreenCypress,4,Men,21,112.0
Roberto Cavalli,Nero Assoluto,Ebony,Vanilla,4,Men,23,76.0
BURBERRY,Burberry Body,Musk.,Iris,3,Women,22,354.0
CARTIER,Declaration D'Un Soir,Sandalwood,Rose,5,Women,23,232.0
Elizabeth Arden,5th Avenue,Sandalwood,Ylang-ylang,3,Men,20,332.0
Lancome,Magie Noire L'eau,Amber,Jasmine,3,Women,20,3.0
Juicy Couture,Vivi La Juicy Limited Edition,Pralines,,4,Women,31,310.0
DKNY,Be Delicious,WhiteAmber,Tuberose,5,Men,22,154.0
Genie Collection,London Burberry,Wood,Jasmine,4,Women,38,80.0
BENTLEY,Intense,Cedar,ClarySage,5,Men,20,40.0
COACH,Floral,Musk,Gardenia,3,Men,22,293.0
DORALL COLLECTION,Oud Wood,patchouli,bayleaves,4,Women,20,41.0
CARTIER,Declaration Essence,Sandalwood,Geranium,5,Men,33,362.0
ELIE SAAB,Girl of Now Shine,Jasmine,RoastedAlmonds,5,Men,29,378.0
BENTLEY,Absolute,Amber,Papyrus,5,Women,22,335.0
GUCCI,Oud,NaturalOudOil,OrangeFlower,4,Men,33,50.0
jennifer lopez,Still,Sandalwood,PinkFreesia,4,Men,29,222.0
